timestamp_utc,scenario,wazuh_detection,detection_check_duration_seconds,evidence_capture,evidence_capture_duration_seconds,evidence_items_required,evidence_items_captured,evidence_completeness_percentage,quarantine,quarantine_duration_seconds,stale_agent_cleanup,stale_agent_cleanup_duration_seconds,replacement_recovery,replacement_duration_seconds,post_recovery_validation,validation_duration_seconds,validation_indicators_total,validation_indicators_passed,validation_success_percentage,monitoring_restored,fim_realtime_ready,monitoring_restoration_duration_seconds,residual_compromise_count,residual_compromise_score,total_duration_seconds,final_result
2026-08-07T20:21:43+00:00,unauthorized_local_user,PASS,23.84,PASS,57.42,8,8,100.0,PASS,78.77,PASS,82.0,PASS,74.12,PASS,657.34,3,3,100.0,PASS,PASS,650.63,0/3,0.0,973.53,PASS
2026-08-07T20:39:21+00:00,unauthorized_local_user,PASS,21.2,PASS,53.53,8,8,100.0,PASS,74.27,PASS,58.51,PASS,130.53,PASS,655.13,3,3,100.0,PASS,PASS,645.39,0/3,0.0,993.18,PASS
2026-08-07T20:59:34+00:00,unauthorized_local_user,PASS,31.67,PASS,80.29,8,8,100.0,PASS,72.53,PASS,74.51,PASS,197.11,PASS,706.1,3,3,100.0,PASS,PASS,697.84,0/3,0.0,1162.23,PASS
2026-08-07T21:23:49+00:00,unauthorized_local_user,PASS,15.57,PASS,40.26,8,8,100.0,PASS,67.43,PASS,45.15,PASS,100.76,PASS,718.41,3,3,100.0,PASS,PASS,710.93,0/3,0.0,987.6,PASS
2026-08-07T21:53:12+00:00,unauthorized_local_user,PASS,16.03,PASS,39.58,8,8,100.0,PASS,66.78,PASS,41.51,PASS,133.93,PASS,721.34,3,3,100.0,PASS,PASS,712.36,0/3,0.0,1019.18,PASS
